Country Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Dominica	6000000	6000000	7000000	7000000	9000000	10000000	10000000	10000000	10000000	12000000	16000000	17000000	17000000	16000000	19000000	21000000	19000000	22000000	28000000	22000000	48000000	50000000	47000000	45000000	58000000	55000000	56000000	66000000	88000000	107000000	118000000	110000000	105000000	93000000	96000000	113000000	133000000	135000000	132000000	138000000	148000000	131000000	116000000	128000000	144000000	165000000	167000000	196000000	247000000	225000000	224000000	226000000	208000000	203000000	230000000	214000000	214000000	198000000	270000000
Denmark	1807000000	1873000000	2130000000	2129000000	2617000000	2823000000	3003000000	3153000000	3236000000	3813000000	4407000000	4608000000	5087000000	7802000000	9927000000	10368000000	12427000000	13265000000	14808000000	18401000000	19340000000	17580000000	16692000000	16266000000	16613000000	18245000000	22878000000	25499000000	27228000000	28015000000	33333000000	34190000000	35714000000	31309000000	36691000000	45939000000	45291000000	44902000000	46873000000	45753000000	45557000000	45322000000	50320000000	57429000000	68157000000	75581000000	85507000000	98027000000	1.09362E+11	83133000000	83052000000	95663000000	91925000000	97348000000	99572000000	85623000000	85513000000	93314000000	1.02211E+11
Dominican Republic	100000000	80000000	148000000	184000000	221000000	97000000	181000000	197000000	222000000	246000000	304000000	358000000	388000000	489000000	808000000	889000000	878000000	975000000	987000000	1213000000	1964000000	1951000000	1693000000	1699000000	1645000000	1787000000	2009000000	2419000000	2630000000	3216000000	3006000000	3054000000	3859000000	4654000000	4903000000	5170000000	5727000000	6609000000	7597000000	8041000000	9479000000	8779000000	8838000000	7627000000	7888000000	9869000000	12174000000	13597000000	15993000000	12296000000	15489000000	17409000000	17739000000	16873000000	17273000000	16907000000	17399000000	17700000000	20160000000
Algeria	1264000000	1024000000	393000000	683000000	703000000	671000000	643000000	639000000	815000000	1009000000	1257000000	1227000000	1494000000	2236000000	4035000000	5498000000	5081000000	7125000000	8548000000	8403000000	10558000000	11303000000	10754000000	10399000000	10288000000	9841000000	9228000000	7042000000	7690000000	9470000000	9770000000	7770000000	8310000000	8785000000	9154000000	10100000000	9090000000	8688000000	9400000000	9162000000	9171000000	9940000000	11969000000	12380000000	18169000000	20357000000	21456000000	27631000000	39479000000	39294000000	40473000000	47247000000	50378000000	55028000000	58580000000	51702000000	47089000000	46059000000	47002000000
Ecuador	114000000	107000000	97000000	128000000	151000000	165000000	174000000	214000000	255000000	242000000	274000000	340000000	319000000	397000000	678000000	987000000	958000000	1189000000	1505000000	1600000000	2253000000	2246000000	2169000000	1487000000	1616000000	1767000000	1810000000	2252000000	1714000000	1855000000	1862000000	2397000000	2501000000	2562000000	3690000000	4193000000	3935000000	4955000000	5576000000	3017000000	3721000000	5363000000	6431000000	6703000000	8226000000	10287000000	12114000000	13893000000	18852000000	15090000000	20591000000	24438000000	25477000000	27146000000	27726000000	21518000000	16324000000	20010000000	23193000000
Egypt, Arab Rep.	668000000	700000000	743000000	916000000	953000000	934000000	1071000000	792000000	666000000	638000000	787000000	920000000	899000000	915000000	2351000000	3934000000	3807000000	4815000000	6727000000	3837000000	4860000000	8782000000	9078000000	10275000000	10766000000	11104000000	11502000000	16225000000	23298000000	18774000000	9216000000	7862000000	8245000000	8214000000	10185000000	11739000000	13019000000	13211000000	16166000000	16022000000	14578000000	13376000000	12770000000	12950000000	15950000000	22449000000	27300000000	37100000000	48382000000	44946000000	52923000000	58903000000	69200000000	66180000000	66785000000	63574000000	55789000000	61627000000	72000000000
Eritrea																																	351000000	349000000	489000000	454000000	553000000	525000000	508000000	510000000	471000000	423000000	538000000	433000000	480000000	490000000	495000000	510000000	600000000	590000000	660000000	950000000	970000000	1040000000	1130000000	1020000000	1050000000	1120000000	1170000000
Spain	722000000	1092000000	1570000000	1955000000	2255000000	3040000000	3591000000	3441000000	3505000000	4233000000	4747000000	5009000000	6829000000	9667000000	15428000000	16265000000	17474000000	17836000000	18712000000	25438000000	34078000000	32150000000	31465000000	29193000000	28831000000	29963000000	35057000000	49113000000	59643000000	71469000000	87715000000	93306000000	99758000000	77525000000	88863000000	1.13537E+11	1.21221E+11	1.1567E+11	1.36662E+11	1.35346E+11	1.56143E+11	1.5465E+11	1.65105E+11	2.08602E+11	2.58331E+11	2.88786E+11	3.28696E+11	3.89301E+11	4.20803E+11	2.93218E+11	3.27016E+11	3.76606E+11	3.37338E+11	3.40598E+11	3.5886E+11	3.11851E+11	3.10921E+11	3.51981E+11	3.88044E+11
Estonia																																	412000000	895000000	1654000000	2546000000	3224000000	4437000000	4787000000	4109000000	5052000000	5230000000	5863000000	7967000000	8336000000	10238000000	13449000000	15677000000	16026000000	10140000000	12287000000	17459000000	18085000000	18464000000	18296000000	14525000000	14958000000	16632000000	19132000000
Ethiopia	88000000	95000000	104000000	111000000	123000000	150000000	162000000	143000000	173000000	155000000	172000000	188000000	189000000	214000000	283000000	313000000	352000000	352000000	455000000	567000000	716000000	739000000	786000000	875000000	942000000	993000000	1102000000	1066000000	1129000000	943000000	1081000000	472000000	839000000	787000000	1033000000	1145000000	1401000000	1113000000	1517000000	1538000000	1260000000	1811000000	1594000000	2686000000	2874000000	4095000000	5207000000	5809000000	8277000000	7668000000	8602000000	8896000000	11913000000	12224000000	15551000000	16914000000	16633000000	16008000000	15195000000
Finland	1064000000	1154000000	1228000000	1208000000	1505000000	1646000000	1726000000	1676000000	1592000000	2025000000	2638000000	2807000000	3165000000	4341000000	6813000000	7628000000	7392000000	7608000000	7866000000	11398000000	15635000000	14192000000	13401000000	12826000000	12433000000	13232000000	15339000000	19634000000	21130000000	24436000000	27001000000	21809000000	21208000000	18034000000	23275000000	29470000000	31422000000	31611000000	32960000000	32114000000	34443000000	32639000000	34218000000	42513000000	51443000000	58766000000	69375000000	81704000000	91781000000	60889000000	68803000000	84264000000	76468000000	77570000000	76765000000	60430000000	60841000000	70587000000	78488000000
Fiji	41000000	43000000	44000000	51000000	70000000	73000000	64000000	71000000	79000000	89000000	104000000	129000000	159000000	222000000	273000000	268000000	264000000	307000000	355000000	470000000	562000000	631000000	509000000	484000000	450000000	442000000	435000000	379000000	462000000	581000000	754000000	652000000	630000000	720000000	842000000	892000000	987000000	965000000	722000000	903000000	830000000	886000000	901000000	1205000000	1446000000	1607000000	1804000000	1800000000	2264000000	1440000000	1808000000	2182000000	2253000000	2826000000	3250000000	2081000000	2316000000	2420000000	2705000000
France	6282000000	6683000000	7378000000	8744000000	10101000000	10384000000	11859000000	12443000000	14019000000	17371000000	19131000000	21336000000	26999000000	37738000000	52918000000	53947000000	64082000000	70637000000	81788000000	1.07009E+11	1.34866E+11	1.20953E+11	1.15714E+11	1.05907E+11	1.04362E+11	1.08251E+11	1.29401E+11	1.58476E+11	1.78857E+11	1.92986E+11	2.34436E+11	2.31784E+11	2.39638E+11	2.17351E+11	2.46001E+11	2.89391E+11	2.9456E+11	2.85027E+11	3.07771E+11	3.15748E+11	3.3894E+11	3.28608E+11	3.29262E+11	3.9884E+11	4.70945E+11	5.04124E+11	5.41919E+11	6.30861E+11	7.16795E+11	5.60873E+11	6.1107E+11	7.20028E+11	6.74415E+11	6.81467E+11	6.78781E+11	5.70758E+11	5.67657E+11	6.18649E+11	6.72593E+11
Faroe Islands																					223000000	214000000	192000000	238000000	262000000	248000000	336000000	513000000	478000000	346000000	338000000	303000000	334000000	219000000	242000000	315000000	370000000	358000000	387000000	470000000	533000000	500000000	494000000	738000000	628000000	743000000	790000000	1015837000	988076000	783440000	780024000	987201000	1153117000	1115200000	1072552427	910313043.9	979286416.9	1096198681
Micronesia, Fed. Sts.																													68000000	73000000	84000000	89000000	99000000	109000000	98000000	89000000	100000000	99000000	100000000	97000000	107000000	114000000	104000000	118000000	133000000	130000000	137000000	142000000	155000000	172000000	168000000	188000000	194000000	188000000	161000000	160000000	186000000	183000000	110000000
Gabon	32000000	36000000	41000000	48000000	56000000	62000000	66000000	67000000	65000000	77000000	80000000	92000000	139000000	190000000	332000000	469000000	503000000	716000000	617000000	532000000	674000000	841000000	867000000	685000000	724000000	855000000	866000000	732000000	791000000	767000000	918000000	834000000	700000000	845000000	756000000	882000000	957000000	1104000000	1103000000	841000000	950000000	1002000000	1135000000	1206000000	1347000000	1471000000	1725000000	2157000000	2563000000	2501000000	2983000000	3665000000	3629000000	3754000000	4055000000	3045000000	2214000000	2322000000	2361000000
United Kingdom	13034000000	12729000000	12958000000	13969000000	15966000000	16128000000	16663000000	17800000000	18960000000	19961000000	21871000000	23858000000	27661000000	38528000000	54190000000	53341000000	55744000000	63191000000	75813000000	99600000000	1.15545E+11	1.02708E+11	99646000000	1.0008E+11	1.04725E+11	1.08957E+11	1.2633E+11	1.54407E+11	1.8934E+11	1.97731E+11	2.22977E+11	2.09947E+11	2.21551E+11	2.09318E+11	2.34076E+11	2.6725E+11	2.87332E+11	3.07518E+11	3.21231E+11	3.24899E+11	3.48058E+11	3.43786E+11	3.64075E+11	3.99401E+11	4.70633E+11	5.19273E+11	6.12671E+11	6.38263E+11	6.57783E+11	5.19078E+11	5.91095E+11	6.76896E+11	6.9522E+11	6.60034E+11	6.89836E+11	6.26223E+11	6.36639E+11	6.43515E+11	6.73549E+11
Georgia																																	227000000	167000000	340000000	392000000	687000000	944000000	887000000	690000000	709000000	753000000	796000000	1141000000	1846000000	2490000000	3678000000	5215000000	6302000000	4500000000	5257000000	7065000000	8037000000	8023000000	8602000000	7300000000	7294000000	7939000000	9119000000
Ghana	363000000	400000000	333000000	365000000	340000000	448000000	352000000	307000000	308000000	347000000	411000000	430000000	291000000	452000000	821000000	791000000	862000000	1038000000	1006000000	852000000	1129000000	1106000000	705000000	1248000000	608000000	866000000	1046000000	1156000000	905000000	1273000000	1205000000	1055000000	2169000000	2575000000	2108000000	1906000000	2108000000	2326000000	2563000000	3480000000	2973000000	3154000000	2720000000	3210000000	4074000000	5347000000	6754000000	8061000000	10269000000	8046000000	10922000000	15838000000	17763000000	17600000000	14600000000	13465000000	12920000000	12647000000	12986000000
Gibraltar
Guinea	50000000	73000000	66000000	46000000	49000000	53000000	70000000	53000000	50000000	65000000	78000000	80000000	107000000	185000000	160000000	216000000	283000000	247000000	272000000	253000000	360000000	351000000	296000000	267000000	438000000	448000000	451000000	468000000	605000000	589000000	723000000	735000000	740000000	730000000	706000000	819000000	648000000	620000000	537000000	556000000	612000000	601000000	667000000	640000000	780000000	820000000	956000000	1218000000	1366000000	1060000000	1405000000	2106000000	2254000000	1869000000	2372000000	2192000000	4429000000	3484000000	3790000000
Gambia, The	9000000	13000000	13000000	12000000	12000000	16000000	18000000	19000000	21000000	20000000	18000000	21000000	25000000	31000000	47000000	60000000	74000000	78000000	100000000	141000000	165000000	126000000	103000000	115000000	100000000	93000000	104000000	127000000	138000000	161000000	188000000	204000000	218000000	261000000	212000000	182000000	258000000	278000000	228000000	192000000	187000000	134000000	161000000	156000000	229000000	260000000	259000000	321000000	322000000	304000000	285000000	341000000	380000000	350000000	387000000	402000000	384000000	549000000	553000000
Guinea-Bissau	11000000	10000000	12000000	14000000	15000000	15000000	15000000	16000000	18000000	23000000	27000000	31000000	32000000	44000000	43000000	38000000	37000000	37000000	49000000	61000000	55000000	50000000	50000000	55000000	48000000	60000000	60000000	70000000	66000000	69000000	86000000	76000000	96000000	61000000	164000000	133000000	87000000	89000000	63000000	51000000	59000000	62000000	59000000	65000000	83000000	106000000	127000000	168000000	199000000	202000000	196000000	240000000	182000000	183000000	214000000	207000000	230000000	280000000	326000000
Equatorial Guinea	16000000	19000000	24000000	18000000	23000000	26000000	28000000	32000000	32000000	33000000	24000000	28000000	27000000	27000000	15000000	20000000	4000000	10000000	9000000	19000000	26000000	27000000	31000000	19000000	18000000	20000000	52000000	58000000	61000000	51000000	61000000	67000000	56000000	59000000	37000000	121000000	292000000	358000000	317000000	425000000	451000000	813000000	507000000	908000000	1092000000	1310000000	2020000000	2767000000	3787000000	5597000000	5485000000	6972000000	7505000000	6104000000	5946000000	3525000000	2322000000	2172000000	2110000000
Greece	702000000	714000000	701000000	804000000	885000000	1134000000	1223000000	1186000000	1393000000	1594000000	1958000000	2098000000	2348000000	3477000000	4385000000	5357000000	6059000000	6853000000	7829000000	9614000000	10548000000	8810000000	10026000000	9500000000	9435000000	10134000000	11350000000	13168000000	12323000000	16151000000	19777000000	21580000000	23220000000	22013000000	21507000000	25898000000	28238000000	26919000000	30293000000	30529000000	33480000000	33019000000	31570000000	44852000000	52760000000	54436000000	63619000000	78532000000	92580000000	69448000000	66913000000	67475000000	63329000000	62417000000	64195000000	48312000000	48897000000	56767000000	65141000000
Grenada	9000000	9000000	9000000	9000000	10000000	11000000	13000000	14000000	13000000	17000000	22000000	23000000	22000000	22000000	18000000	24000000	25000000	32000000	36000000	44000000	50000000	54000000	56000000	57000000	56000000	69000000	84000000	89000000	92000000	99000000	105000000	121000000	107000000	118000000	119000000	124000000	152000000	173000000	200000000	202000000	239000000	212000000	199000000	254000000	233000000	328000000	299000000	365000000	363000000	282000000	318000000	336000000	341000000	368000000	340000000	372000000	351000000	420000000	460000000
Greenland	16000000	17000000	22000000	25000000	29000000	34000000	38000000	46000000	48000000	50000000	53000000	61000000	72000000	95000000	106000000	128000000	129000000	160000000	179000000	275000000	328000000	294000000	278000000	265000000	274000000	296000000	360000000	507000000	519000000	399000000	445000000	408000000	456000000	346000000	363000000	434000000	469000000	397000000	409000000	409000000	365000000	324000000	387000000	460000000	546000000	593000000	660000000	757000000	895000000	742000000	808000000	915000000	861000000	955000000	867000000	667000000	734000000	711000000	780000000
Guatemala	121000000	121000000	119000000	171000000	202000000	229000000	207000000	247000000	249000000	250000000	284000000	297000000	324000000	431000000	700000000	733000000	839000000	1053000000	1286000000	1504000000	1598000000	1688000000	1388000000	1126000000	1279000000	1175000000	959000000	1447000000	1557000000	1654000000	1649000000	1851000000	2532000000	2599000000	2781000000	3293000000	3146000000	3852000000	4651000000	4560000000	5171000000	5607000000	7659000000	8127000000	9475000000	10499000000	11915000000	13576000000	14547000000	11531000000	13838000000	16613000000	16994000000	17518000000	18282000000	17641000000	17002000000	18389000000	19734000000
Guam																																																				750000000	640000000	680000000	1076000000	640000000	600000000	640000000	850000000
Guyana	86000000	86000000	74000000	69000000	87000000	104000000	118000000	130000000	110000000	118000000	134000000	135000000	143000000	177000000	255000000	344000000	364000000	314000000	279000000	318000000	365000000	438000000	283000000	231000000	213000000	226000000	241000000	265000000	216000000	258000000	311000000	307000000	442000000	484000000	506000000	527000000	597000000	630000000	540000000	480000000	573000000	584000000	563000000	576000000	651000000	788000000	889000000	1059000000	1312000000	1161000000	1397000000	1771000000	1997000000	1875000000	1791000000	1492000000	1448000000	1632000000	1860000000
Hong Kong SAR, China	1026000000	1045000000	1165000000	1297000000	1496000000	1569000000	1767000000	1818000000	2058000000	2458000000	2905000000	3391000000	3856000000	5655000000	6778000000	6766000000	8838000000	10446000000	13394000000	17127000000	22994000000	26136000000	24867000000	24409000000	30444000000	31195000000	35942000000	50691000000	70325000000	77662000000	84725000000	1.03883E+11	1.2734E+11	1.41308E+11	1.65878E+11	1.96072E+11	2.01284E+11	2.13297E+11	1.86759E+11	1.80711E+11	2.14042E+11	2.02008E+11	2.07969E+11	2.33249E+11	2.72893E+11	3.0016E+11	3.35754E+11	3.70132E+11	3.92962E+11	3.52241E+11	4.41369E+11	5.10855E+11	5.53486E+11	6.22277E+11	6.00765E+11	5.59427E+11	5.47336E+11	5.89908E+11	6.27517E+11
Honduras	72000000	72000000	80000000	95000000	102000000	122000000	149000000	165000000	186000000	184000000	221000000	194000000	193000000	262000000	382000000	400000000	456000000	575000000	693000000	826000000	1009000000	949000000	701000000	803000000	893000000	888000000	875000000	827000000	940000000	969000000	938000000	985000000	1120000000	1404000000	1635000000	1879000000	2145000000	2631000000	3233000000	3530000000	3988000000	4152000000	4382000000	4774000000	5827000000	6545000000	7303000000	8888000000	10453000000	7372000000	8907000000	11126000000	11371000000	10953000000	11051000000	11097000000	10559000000	11324000000	12200000000
Croatia																																	4500000000	4666000000	5229000000	7352000000	7784000000	9101000000	8276000000	7799000000	7887000000	9147000000	10711000000	14209000000	16612000000	18599000000	21477000000	25617000000	30728000000	21123000000	20067000000	22663000000	20832000000	22022000000	22809000000	20571000000	21904000000	24829000000	28100000000
Haiti	40000000	33000000	37000000	39000000	41000000	34000000	38000000	36000000	38000000	39000000	55000000	60000000	69000000	83000000	125000000	149000000	207000000	213000000	233000000	272000000	375000000	461000000	387000000	441000000	450000000	442000000	360000000	399000000	344000000	291000000	332000000	400000000	278000000	355000000	251000000	653000000	665000000	648000000	797000000	1025000000	1036000000	1013000000	1130000000	1188000000	1306000000	1454000000	1619000000	1682000000	2315000000	2124000000	3146000000	3020000000	3170000000	3580000000	3734000000	3683000000	3423000000	3877000000	4822000000
Hungary	976000000	1026000000	1149000000	1306000000	1495000000	1521000000	1566000000	1776000000	1803000000	1928000000	2506000000	2990000000	3154000000	3919000000	5576000000	7176000000	5529000000	6522000000	7990000000	8682000000	9190000000	9160000000	8870000000	8555000000	8130000000	8185000000	9595000000	9860000000	9370000000	8865000000	10340000000	11370000000	11080000000	12530000000	14555000000	15465000000	18145000000	21235000000	25705000000	28015000000	32172000000	33617000000	37755000000	47808000000	60538000000	66552000000	78262000000	95565000000	1.0894E+11	77761000000	88178000000	1.0244E+11	95176000000	1.00111E+11	1.04897E+11	91974000000	93880000000	1.07519E+11	1.21272E+11
Indonesia	574000000	794000000	647000000	521000000	680000000	695000000	527000000	649000000	716000000	781000000	1002000000	1103000000	1562000000	2729000000	3842000000	4770000000	5673000000	6230000000	6690000000	7202000000	10834000000	13272000000	16859000000	16352000000	13882000000	10262000000	10718000000	12891000000	13249000000	16444000000	21837000000	25869000000	27280000000	28328000000	31983000000	40630000000	42929000000	51304000000	35280000000	33321000000	43595000000	37534000000	38340000000	42196000000	54877000000	75725000000	80650000000	93101000000	1.27538E+11	93786000000	1.35663E+11	1.77436E+11	1.91691E+11	1.86629E+11	1.78179E+11	1.42695E+11	1.35653E+11	1.56976E+11	1.88712E+11
Isle of Man
India	2303000000	2286000000	2362000000	2477000000	2876000000	2838000000	3440000000	2773000000	2570000000	2212000000	2124000000	2424000000	2223000000	3211000000	5136000000	6381000000	5665000000	6647000000	7865000000	9827000000	14864000000	15418000000	14786000000	14061000000	15272000000	15928000000	15421000000	16675000000	19102000000	20549000000	23580000000	20448000000	23579000000	22788000000	26843000000	34707000000	37942000000	41432000000	42980000000	46979000000	51523000000	50392000000	56517000000	72558000000	99775000000	1.4287E+11	1.7841E+11	2.2937E+11	3.21032E+11	2.57202E+11	3.50233E+11	4.64462E+11	4.89694E+11	4.65397E+11	4.6291E+11	3.92866E+11	3.61208E+11	4.48423E+11	5.10665E+11
Not classified
Ireland	634000000	732000000	766000000	858000000	974000000	1041000000	1043000000	1086000000	1175000000	1416000000	1621000000	1837000000	2102000000	2789000000	3814000000	3778000000	4200000000	5396000000	7121000000	9884000000	11153000000	10608000000	9702000000	9159000000	9675000000	10020000000	11621000000	13642000000	15567000000	17420000000	20669000000	20771000000	22477000000	21161000000	25612000000	32340000000	34320000000	37748000000	43191000000	46769000000	51041000000	50556000000	52399000000	53886000000	61814000000	68565000000	73118000000	83822000000	83965000000	62704000000	60276000000	66606000000	62769000000	72134000000	82015000000	76977000000	81185000000	88883000000	1.05789E+11
Iran, Islamic Rep.	560000000	605000000	531000000	524000000	673000000	859000000	931000000	1119000000	1384000000	1527000000	1662000000	1873000000	2409000000	3393000000	5433000000	10343000000	12894000000	14070000000	13550000000	9738000000	12246000000	14693000000	11955000000	18320000000	15370000000	11635000000	10521000000	9570000000	9454000000	14794000000	20322000000	27927000000	25860000000	21427000000	13774000000	13882000000	16274000000	14196000000	14323000000	13324000000	13898000000	16709000000	20617000000	24798000000	31976000000	40041000000	40772000000	44942000000	57401000000	50768000000	65404000000	61760000000	57292000000	46571000000	55106000000	44937000000	43080000000	49499000000	49354000000
Iraq	389000000	408000000	361000000	319000000	413000000	455000000	493000000	424000000	404000000	440000000	509000000	701000000	705000000	894000000	2370000000	4215000000	3897000000	3899000000	4213000000	7179000000	13942000000	20735000000	21534000000	12166000000	11078000000	10556000000	10190000000	7415000000	10268000000	9899000000	6526000000	423000000	603000000	533000000	499000000	665000000	3532000000	4419000000	5983000000	10917000000	13210000000	13120000000	9817000000	9934000000	21302000000	23532000000	20892000000	21516000000	33000000000	38437000000	43915000000	47803000000	59006000000	65104000000	59990000000	58517000000	41681000000	51325000000	47850000000
Iceland	97000000	81000000	89000000	110000000	131000000	137000000	159000000	162000000	134000000	123000000	157000000	210000000	231000000	359000000	518000000	484000000	467000000	605000000	675000000	815000000	999000000	1024000000	944000000	818000000	841000000	905000000	1119000000	1590000000	1597000000	1401000000	1680000000	1760000000	1684000000	1341000000	1472000000	1758000000	2042000000	2018000000	2482000000	2516000000	2589000000	2269000000	2275000000	2827000000	3643000000	4979000000	6137000000	6738000000	6205000000	3604000000	3920000000	4841000000	4772000000	5020000000	5375000000	5309000000	5698000000	6970000000	7655000000
Israel	496000000	580000000	635000000	674000000	839000000	838000000	833000000	774000000	1307000000	1653000000	2079000000	2363000000	2473000000	4240000000	5437000000	5997000000	5669000000	5787000000	7415000000	8576000000	9784000000	10235000000	9655000000	9574000000	9819000000	9875000000	10806000000	14348000000	15018000000	14347000000	16794000000	18658000000	20253000000	22624000000	25237000000	29579000000	31620000000	30782000000	29342000000	33166000000	37686000000	35449000000	35517000000	36303000000	42864000000	47142000000	50334000000	59039000000	67656000000	49278000000	61209000000	75830000000	75392000000	74861000000	75483000000	64990000000	68879000000	71908000000	87800000000
Italy	4734000000	5221000000	6069000000	7589000000	7254000000	7378000000	8590000000	9829000000	10285000000	12470000000	14974000000	15969000000	19319000000	27798000000	41089000000	38526000000	43905000000	48092000000	56496000000	77895000000	1.00741E+11	94261000000	87332000000	79808000000	85162000000	87692000000	99376000000	1.25661E+11	1.38551E+11	1.53011E+11	1.81968E+11	1.82679E+11	1.88451E+11	1.48095E+11	1.69166E+11	2.0599E+11	2.08263E+11	2.10132E+11	2.18465E+11	2.20637E+11	2.38757E+11	2.3622E+11	2.47015E+11	2.97519E+11	3.55301E+11	3.8479E+11	4.42555E+11	5.11662E+11	5.61919E+11	4.15105E+11	4.87049E+11	5.58787E+11	4.886E+11	4.79447E+11	4.74395E+11	4.10919E+11	4.06788E+11	4.53123E+11	5.00795E+11
Jamaica	217000000	211000000	223000000	226000000	289000000	289000000	327000000	349000000	384000000	436000000	525000000	552000000	638000000	677000000	936000000	1124000000	913000000	860000000	904000000	993000000	1171000000	1473000000	1381000000	1494000000	1146000000	1111000000	972000000	1238000000	1454000000	1852000000	1928000000	1736000000	1676000000	2132000000	2224000000	2818000000	2965000000	3131000000	3035000000	2899000000	3301000000	3360000000	3533000000	3639000000	3940000000	4739000000	5650000000	6893000000	8465000000	5064000000	5225000000	6439000000	6331000000	6216000000	5840000000	4993000000	4767000000	5818000000	6120000000
Jordan	120000000	117000000	128000000	143000000	150000000	157000000	191000000	154000000	159000000	190000000	184000000	215000000	274000000	330000000	488000000	732000000	1006000000	1381000000	1504000000	1963000000	2402000000	3165000000	3240000000	3036000000	2784000000	2733000000	2432000000	2710000000	2732000000	2126000000	2600000000	2508000000	3255000000	3539000000	3381000000	3697000000	4293000000	4102000000	3828000000	3717000000	4597000000	4871000000	5076000000	5743000000	8179000000	10498000000	11548000000	13681000000	16995000000	14236000000	15564000000	18930000000	20752000000	21549000000	22930000000	20475000000	19324000000	20498000000	20216000000
Japan	4491000000	5810000000	5636000000	6736000000	7938000000	8169000000	9523000000	11663000000	12988000000	15023000000	18881000000	19712000000	23863000000	38389000000	61948000000	57860000000	64895000000	71340000000	79922000000	1.09831E+11	1.41296E+11	1.42866E+11	1.31499E+11	1.26437E+11	1.36176E+11	1.30488E+11	1.27553E+11	1.51033E+11	1.87378E+11	2.09715E+11	2.35368E+11	2.36999E+11	2.33246E+11	2.41624E+11	2.75235E+11	3.35882E+11	3.49152E+11	3.38754E+11	2.80484E+11	3.09995E+11	3.79511E+11	3.49089E+11	3.37194E+11	3.8293E+11	4.54542E+11	5.15866E+11	5.79064E+11	6.22243E+11	7.62534E+11	5.51981E+11	6.94059E+11	8.5538E+11	8.85843E+11	8.33166E+11	8.12208E+11	6.47982E+11	6.07602E+11	6.71921E+11	7.48735E+11
Kazakhstan																																	3967000000	3887000000	3561000000	3807000000	4241000000	4301000000	4314000000	3655000000	5040000000	6446000000	6584000000	8409000000	12781000000	17353000000	23677000000	32756000000	37889000000	28409000000	31107000000	36906000000	46358000000	48806000000	41296000000	30568000000	25377000000	29600000000	32534000000
Kenya	196000000	193000000	195000000	232000000	246000000	282000000	346000000	337000000	356000000	361000000	442000000	560000000	535000000	619000000	1026000000	945000000	969000000	1289000000	1711000000	1636000000	2125000000	1939000000	1644000000	1334000000	1469000000	1436000000	1613000000	1738000000	1988000000	2174000000	2223000000	1935000000	1841000000	1774000000	2091000000	2991000000	2949000000	3279000000	3197000000	2832000000	3105000000	3192000000	3245000000	3725000000	4553000000	5846000000	7233000000	8989000000	11128000000	10202000000	12093000000	14782000000	16290000000	16358000000	18396000000	16093000000	14107000000	16687000000	17260000000
Kyrgyz Republic																																	418000000	430000000	316000000	522000000	838000000	709000000	842000000	613000000	558000000	467000000	587000000	717000000	941000000	1102000000	1931000000	2789000000	4072000000	3040000000	3223000000	4261000000	5374000000	6070000000	5732000000	4070000000	4000000000	4495000000	4907000000
Cambodia	95000000	97000000	102000000	107000000	82000000	103000000	111000000	96000000	116000000	102000000	54000000	57000000	80000000	150000000	180000000	60000000	10000000	19000000	20000000	150000000	180000000	180000000	180000000	180000000	180000000	120000000	140000000	140000000	127000000	135000000	164000000	245000000	443000000	471000000	744000000	1187000000	1072000000	1064000000	1166000000	1591000000	1939000000	2094000000	2318000000	2560000000	3193000000	3927000000	4771000000	5439000000	6508000000	5830000000	6791000000	9300000000	11350000000	9555000000	10692000000	13261000000	14101000000	15495000000	19070000000
Kiribati	3000000	4000000	4000000	4000000	4000000	4000000	3000000	4000000	5000000	4000000	4000000	5000000	6000000	10000000	11000000	7000000	8000000	11000000	13000000	14000000	17000000	14000000	14000000	14000000	18000000	15000000	14000000	18000000	22000000	23000000	27000000	26000000	37000000	28000000	26000000	35000000	38000000	39000000	33000000	41000000	40000000	41000000	50000000	52000000	59000000	74000000	62000000	70000000	75000000	67000000	73000000	92000000	109000000	97000000	107000000	111000000	117000000	110000000	100000000
St. Kitts and Nevis	7000000	8000000	7000000	7000000	8000000	9000000	9000000	9000000	9000000	10000000	12000000	15000000	16000000	18000000	19000000	24000000	22000000	22000000	24000000	32000000	45000000	48000000	44000000	51000000	52000000	51000000	63000000	79000000	93000000	102000000	110000000	110000000	95000000	118000000	128000000	133000000	149000000	147000000	149000000	153000000	196000000	189000000	201000000	199000000	183000000	210000000	250000000	272000000	325000000	296000000	270000000	247000000	226000000	249000000	268000000	297000000	333000000	309000000	331000000
